event_id,voter_id,polling_station_id,event_type,event_timestamp,queue_time_minutes,processing_time_minutes,status
754,VOTER001113,PS-013,PROCESSING_COMPLETED,2026-01-15T14:59:00,3.85,4.22,COMPLETED
755,VOTER001114,PS-014,PROCESSING_COMPLETED,2026-01-15T14:07:00,11.14,9.61,COMPLETED
756,VOTER001115,PS-015,PROCESSING_COMPLETED,2026-01-15T07:09:00,6.45,5.21,COMPLETED
757,VOTER001116,PS-016,PROCESSING_COMPLETED,2026-01-15T16:10:00,2.13,7.6,COMPLETED
758,VOTER001118,PS-018,PROCESSING_COMPLETED,2026-01-15T10:12:00,4.38,7.68,COMPLETED
759,VOTER001119,PS-019,PROCESSING_COMPLETED,2026-01-15T16:26:00,7.53,7.19,COMPLETED
760,VOTER001120,PS-020,PROCESSING_COMPLETED,2026-01-15T11:50:00,18.17,8.41,COMPLETED
761,VOTER001121,PS-021,PROCESSING_COMPLETED,2026-01-15T09:55:00,13.15,6.82,COMPLETED
762,VOTER001123,PS-023,PROCESSING_COMPLETED,2026-01-15T15:06:00,9.63,8.26,COMPLETED
763,VOTER001124,PS-024,PROCESSING_COMPLETED,2026-01-15T07:07:00,7.06,4.03,COMPLETED
764,VOTER001125,PS-025,PROCESSING_COMPLETED,2026-01-15T16:42:00,8.47,7.94,COMPLETED
765,VOTER001127,PS-027,PROCESSING_COMPLETED,2026-01-15T11:15:00,9.36,4.42,COMPLETED
766,VOTER001128,PS-028,PROCESSING_COMPLETED,2026-01-15T08:37:00,4.88,2.67,COMPLETED
767,VOTER001131,PS-031,PROCESSING_COMPLETED,2026-01-15T09:48:00,9.2,3.38,COMPLETED
768,VOTER001132,PS-032,PROCESSING_COMPLETED,2026-01-15T14:52:00,4.35,3.04,COMPLETED
769,VOTER001133,PS-033,PROCESSING_COMPLETED,2026-01-15T09:19:00,10.47,5.88,COMPLETED
770,VOTER001134,PS-034,PROCESSING_COMPLETED,2026-01-15T14:28:00,13.74,7.54,COMPLETED
771,VOTER001135,PS-035,PROCESSING_COMPLETED,2026-01-15T12:01:00,10.32,5.93,COMPLETED
772,VOTER001136,PS-036,PROCESSING_COMPLETED,2026-01-15T09:37:00,8.94,2.2,COMPLETED
773,VOTER001138,PS-038,PROCESSING_COMPLETED,2026-01-15T13:39:00,6.52,1.2,COMPLETED
774,VOTER001139,PS-039,PROCESSING_COMPLETED,2026-01-15T10:26:00,12.3,6.5,COMPLETED
775,VOTER001140,PS-040,PROCESSING_COMPLETED,2026-01-15T12:45:00,0.2,9.22,COMPLETED
776,VOTER001142,PS-042,PROCESSING_COMPLETED,2026-01-15T16:35:00,11.32,7.14,COMPLETED
777,VOTER001144,PS-044,PROCESSING_COMPLETED,2026-01-15T14:49:00,6.71,7.98,COMPLETED
778,VOTER001145,PS-045,PROCESSING_COMPLETED,2026-01-15T17:13:00,11.65,4.17,COMPLETED
779,VOTER001147,PS-047,PROCESSING_COMPLETED,2026-01-15T15:13:00,8.87,2.15,COMPLETED
780,VOTER001148,PS-048,PROCESSING_COMPLETED,2026-01-15T17:01:00,6.46,4.45,COMPLETED
781,VOTER001149,PS-049,PROCESSING_COMPLETED,2026-01-15T14:18:00,11.28,4.55,COMPLETED
782,VOTER001150,PS-050,PROCESSING_COMPLETED,2026-01-15T13:24:00,5.58,5.81,COMPLETED
783,VOTER001152,PS-002,PROCESSING_COMPLETED,2026-01-15T14:04:00,8.67,5.14,COMPLETED
784,VOTER001154,PS-004,PROCESSING_COMPLETED,2026-01-15T14:32:00,5.68,28.0,COMPLETED
785,VOTER001155,PS-005,PROCESSING_COMPLETED,2026-01-15T09:24:00,10.51,8.98,COMPLETED
786,VOTER001156,PS-006,PROCESSING_COMPLETED,2026-01-15T11:01:00,13.15,1.2,COMPLETED
787,VOTER001157,PS-007,PROCESSING_COMPLETED,2026-01-15T10:00:00,7.84,4.03,COMPLETED
788,VOTER001158,PS-008,PROCESSING_COMPLETED,2026-01-15T15:12:00,11.16,5.48,COMPLETED
789,VOTER001159,PS-009,PROCESSING_COMPLETED,2026-01-15T14:23:00,3.75,6.83,COMPLETED
790,VOTER001160,PS-010,PROCESSING_COMPLETED,2026-01-15T12:07:00,16.32,8.41,COMPLETED
791,VOTER001161,PS-011,PROCESSING_COMPLETED,2026-01-15T13:24:00,3.9,6.4,COMPLETED
792,VOTER001162,PS-012,PROCESSING_COMPLETED,2026-01-15T10:14:00,7.79,4.25,COMPLETED
793,VOTER001163,PS-013,PROCESSING_COMPLETED,2026-01-15T13:22:00,4.77,7.01,COMPLETED
794,VOTER001164,PS-014,PROCESSING_COMPLETED,2026-01-15T13:34:00,17.6,7.11,COMPLETED
795,VOTER001167,PS-017,PROCESSING_COMPLETED,2026-01-15T07:28:00,10.69,2.67,COMPLETED
796,VOTER001168,PS-018,PROCESSING_COMPLETED,2026-01-15T11:13:00,10.63,5.34,COMPLETED
797,VOTER001169,PS-019,PROCESSING_COMPLETED,2026-01-15T13:33:00,13.94,7.87,COMPLETED
798,VOTER001172,PS-022,PROCESSING_COMPLETED,2026-01-15T09:26:00,1.66,3.91,COMPLETED
799,VOTER001175,PS-025,PROCESSING_COMPLETED,2026-01-15T15:18:00,9.28,6.99,COMPLETED
800,VOTER001176,PS-026,PROCESSING_COMPLETED,2026-01-15T10:07:00,9.06,7.36,COMPLETED
801,VOTER001177,PS-027,PROCESSING_COMPLETED,2026-01-15T09:50:00,2.4,2.39,COMPLETED
802,VOTER001178,PS-028,PROCESSING_COMPLETED,2026-01-15T11:00:00,9.35,6.03,COMPLETED
803,VOTER001179,PS-029,PROCESSING_COMPLETED,2026-01-15T16:56:00,8.41,5.51,COMPLETED
804,VOTER001181,PS-031,PROCESSING_COMPLETED,2026-01-15T12:51:00,5.11,8.91,COMPLETED
805,VOTER001182,PS-032,PROCESSING_COMPLETED,2026-01-15T12:38:00,12.09,6.59,COMPLETED
806,VOTER001184,PS-034,PROCESSING_COMPLETED,2026-01-15T15:06:00,3.87,3.42,COMPLETED
807,VOTER001188,PS-038,PROCESSING_COMPLETED,2026-01-15T15:52:00,9.19,7.06,COMPLETED
808,VOTER001189,PS-039,PROCESSING_COMPLETED,2026-01-15T16:21:00,15.18,8.16,COMPLETED
809,VOTER001190,PS-040,PROCESSING_COMPLETED,2026-01-15T09:54:00,5.37,5.35,COMPLETED
810,VOTER001191,PS-041,PROCESSING_COMPLETED,2026-01-15T12:34:00,7.87,4.41,COMPLETED
811,VOTER001194,PS-044,PROCESSING_COMPLETED,2026-01-15T13:30:00,7.01,1.96,COMPLETED
812,VOTER001195,PS-045,PROCESSING_COMPLETED,2026-01-15T08:31:00,9.74,6.48,COMPLETED
813,VOTER001196,PS-046,PROCESSING_COMPLETED,2026-01-15T13:29:00,10.94,7.29,COMPLETED
814,VOTER001197,PS-047,PROCESSING_COMPLETED,2026-01-15T14:13:00,0.46,4.77,COMPLETED
815,VOTER001199,PS-049,PROCESSING_COMPLETED,2026-01-15T15:31:00,15.89,4.19,COMPLETED
816,VOTER001200,PS-050,PROCESSING_COMPLETED,2026-01-15T07:35:00,4.57,2.08,COMPLETED
817,VOTER001202,PS-002,PROCESSING_COMPLETED,2026-01-15T12:41:00,7.24,3.56,COMPLETED
818,VOTER001205,PS-005,PROCESSING_COMPLETED,2026-01-15T13:40:00,4.57,6.17,COMPLETED
819,VOTER001208,PS-008,PROCESSING_COMPLETED,2026-01-15T09:28:00,3.9,6.78,COMPLETED
820,VOTER001209,PS-009,PROCESSING_COMPLETED,2026-01-15T09:31:00,9.6,4.93,COMPLETED
821,VOTER001210,PS-010,PROCESSING_COMPLETED,2026-01-15T07:53:00,11.01,5.56,COMPLETED
822,VOTER001212,PS-012,PROCESSING_COMPLETED,2026-01-15T13:24:00,4.43,1.2,COMPLETED
823,VOTER001214,PS-014,PROCESSING_COMPLETED,2026-01-15T15:41:00,12.63,7.18,COMPLETED
824,VOTER001216,PS-016,PROCESSING_COMPLETED,2026-01-15T16:10:00,9.63,6.31,COMPLETED
825,VOTER001217,PS-017,PROCESSING_COMPLETED,2026-01-15T15:20:00,0.92,4.8,COMPLETED
826,VOTER001219,PS-019,PROCESSING_COMPLETED,2026-01-15T09:11:00,9.07,4.63,COMPLETED
827,VOTER001220,PS-020,PROCESSING_COMPLETED,2026-01-15T09:07:00,9.07,5.29,COMPLETED
828,VOTER001221,PS-021,PROCESSING_COMPLETED,2026-01-15T12:07:00,8.45,5.79,COMPLETED
829,VOTER001222,PS-022,PROCESSING_COMPLETED,2026-01-15T13:00:00,4.77,5.92,COMPLETED
830,VOTER001224,PS-024,PROCESSING_COMPLETED,2026-01-15T09:11:00,9.24,8.01,COMPLETED
831,VOTER001225,PS-025,PROCESSING_COMPLETED,2026-01-15T09:47:00,7.99,9.27,COMPLETED
832,VOTER001229,PS-029,PROCESSING_COMPLETED,2026-01-15T13:56:00,2.15,5.08,COMPLETED
833,VOTER001231,PS-031,PROCESSING_COMPLETED,2026-01-15T08:47:00,12.42,5.34,COMPLETED
834,VOTER001232,PS-032,PROCESSING_COMPLETED,2026-01-15T11:48:00,5.21,8.34,COMPLETED
835,VOTER001233,PS-033,PROCESSING_COMPLETED,2026-01-15T12:53:00,12.34,5.01,COMPLETED
836,VOTER001234,PS-034,PROCESSING_COMPLETED,2026-01-15T09:39:00,8.04,9.45,COMPLETED
837,VOTER001235,PS-035,PROCESSING_COMPLETED,2026-01-15T17:54:00,7.38,11.14,COMPLETED
838,VOTER001238,PS-038,PROCESSING_COMPLETED,2026-01-15T08:21:00,7.7,6.76,COMPLETED
839,VOTER001239,PS-039,PROCESSING_COMPLETED,2026-01-15T16:27:00,14.88,7.2,COMPLETED
840,VOTER001241,PS-041,PROCESSING_COMPLETED,2026-01-15T07:07:00,11.31,10.01,COMPLETED
841,VOTER001244,PS-044,PROCESSING_COMPLETED,2026-01-15T07:52:00,11.02,7.47,COMPLETED
842,VOTER001245,PS-045,PROCESSING_COMPLETED,2026-01-15T11:15:00,15.45,9.27,COMPLETED
843,VOTER001246,PS-046,PROCESSING_COMPLETED,2026-01-15T17:46:00,8.37,5.96,COMPLETED
844,VOTER001248,PS-048,PROCESSING_COMPLETED,2026-01-15T13:02:00,5.6,4.38,COMPLETED
845,VOTER001249,PS-049,PROCESSING_COMPLETED,2026-01-15T10:22:00,12.85,5.94,COMPLETED
846,VOTER001250,PS-050,PROCESSING_COMPLETED,2026-01-15T11:16:00,5.96,5.91,COMPLETED
847,VOTER001251,PS-001,PROCESSING_COMPLETED,2026-01-15T11:35:00,6.0,6.46,COMPLETED
848,VOTER001252,PS-002,PROCESSING_COMPLETED,2026-01-15T10:23:00,8.39,5.54,COMPLETED
849,VOTER001253,PS-003,PROCESSING_COMPLETED,2026-01-15T07:32:00,5.09,6.82,COMPLETED
850,VOTER001255,PS-005,PROCESSING_COMPLETED,2026-01-15T15:33:00,9.18,1.2,COMPLETED
851,VOTER001256,PS-006,PROCESSING_COMPLETED,2026-01-15T09:39:00,9.08,6.11,COMPLETED
852,VOTER001257,PS-007,PROCESSING_COMPLETED,2026-01-15T17:11:00,10.54,3.57,COMPLETED
853,VOTER001258,PS-008,PROCESSING_COMPLETED,2026-01-15T11:13:00,1.32,6.16,COMPLETED
854,VOTER001259,PS-009,PROCESSING_COMPLETED,2026-01-15T11:13:00,10.86,7.04,COMPLETED
855,VOTER001262,PS-012,PROCESSING_COMPLETED,2026-01-15T14:16:00,18.05,5.47,COMPLETED
856,VOTER001264,PS-014,PROCESSING_COMPLETED,2026-01-15T17:59:00,3.43,6.17,COMPLETED
857,VOTER001265,PS-015,PROCESSING_COMPLETED,2026-01-15T11:12:00,14.6,4.47,COMPLETED
858,VOTER001266,PS-016,PROCESSING_COMPLETED,2026-01-15T11:52:00,6.43,4.01,COMPLETED
859,VOTER001267,PS-017,PROCESSING_COMPLETED,2026-01-15T12:11:00,12.18,5.07,COMPLETED
860,VOTER001268,PS-018,PROCESSING_COMPLETED,2026-01-15T17:03:00,8.18,3.53,COMPLETED
861,VOTER001269,PS-019,PROCESSING_COMPLETED,2026-01-15T08:48:00,9.43,8.09,COMPLETED
862,VOTER001270,PS-020,PROCESSING_COMPLETED,2026-01-15T10:15:00,13.61,3.97,COMPLETED
863,VOTER001271,PS-021,PROCESSING_COMPLETED,2026-01-15T15:05:00,4.71,5.17,COMPLETED
864,VOTER001272,PS-022,PROCESSING_COMPLETED,2026-01-15T16:33:00,2.63,7.66,COMPLETED
865,VOTER001275,PS-025,PROCESSING_COMPLETED,2026-01-15T08:16:00,3.46,5.22,COMPLETED
866,VOTER001276,PS-026,PROCESSING_COMPLETED,2026-01-15T09:43:00,8.04,7.32,COMPLETED
867,VOTER001277,PS-027,PROCESSING_COMPLETED,2026-01-15T12:10:00,7.06,2.97,COMPLETED
868,VOTER001278,PS-028,PROCESSING_COMPLETED,2026-01-15T07:40:00,11.37,6.3,COMPLETED
869,VOTER001279,PS-029,PROCESSING_COMPLETED,2026-01-15T11:14:00,9.92,2.47,COMPLETED
870,VOTER001280,PS-030,PROCESSING_COMPLETED,2026-01-15T12:32:00,0.84,1.2,COMPLETED
871,VOTER001281,PS-031,PROCESSING_COMPLETED,2026-01-15T07:58:00,5.55,4.43,COMPLETED
872,VOTER001284,PS-034,PROCESSING_COMPLETED,2026-01-15T13:44:00,7.75,8.95,COMPLETED
873,VOTER001285,PS-035,PROCESSING_COMPLETED,2026-01-15T10:05:00,9.92,5.19,COMPLETED
874,VOTER001286,PS-036,PROCESSING_COMPLETED,2026-01-15T11:48:00,10.88,5.27,COMPLETED
875,VOTER001288,PS-038,PROCESSING_COMPLETED,2026-01-15T15:59:00,5.79,3.87,COMPLETED
876,VOTER001289,PS-039,PROCESSING_COMPLETED,2026-01-15T17:59:00,16.2,6.38,COMPLETED
877,VOTER001290,PS-040,PROCESSING_COMPLETED,2026-01-15T07:09:00,13.67,4.58,COMPLETED
878,VOTER001291,PS-041,PROCESSING_COMPLETED,2026-01-15T14:34:00,3.04,6.18,COMPLETED
879,VOTER001292,PS-042,PROCESSING_COMPLETED,2026-01-15T17:42:00,14.45,7.07,COMPLETED
880,VOTER001293,PS-043,PROCESSING_COMPLETED,2026-01-15T14:05:00,6.94,8.55,COMPLETED
881,VOTER001294,PS-044,PROCESSING_COMPLETED,2026-01-15T11:53:00,5.45,7.28,COMPLETED
882,VOTER001295,PS-045,PROCESSING_COMPLETED,2026-01-15T11:48:00,11.39,5.7,COMPLETED
883,VOTER001296,PS-046,PROCESSING_COMPLETED,2026-01-15T07:44:00,9.97,5.34,COMPLETED
884,VOTER001297,PS-047,PROCESSING_COMPLETED,2026-01-15T09:33:00,3.27,3.68,COMPLETED
885,VOTER001298,PS-048,PROCESSING_COMPLETED,2026-01-15T13:17:00,15.83,9.05,COMPLETED
886,VOTER001300,PS-050,PROCESSING_COMPLETED,2026-01-15T08:08:00,11.73,1.2,COMPLETED
887,VOTER001301,PS-001,PROCESSING_COMPLETED,2026-01-15T13:34:00,7.43,6.92,COMPLETED
888,VOTER001302,PS-002,PROCESSING_COMPLETED,2026-01-15T17:51:00,14.02,5.25,COMPLETED
889,VOTER001303,PS-003,PROCESSING_COMPLETED,2026-01-15T16:05:00,3.21,5.85,COMPLETED
890,VOTER001304,PS-004,PROCESSING_COMPLETED,2026-01-15T10:44:00,3.54,7.29,COMPLETED
891,VOTER001305,PS-005,PROCESSING_COMPLETED,2026-01-15T16:31:00,9.18,5.78,COMPLETED
892,VOTER001308,PS-008,PROCESSING_COMPLETED,2026-01-15T09:26:00,15.36,10.48,COMPLETED
893,VOTER001309,PS-009,PROCESSING_COMPLETED,2026-01-15T08:15:00,6.54,2.43,COMPLETED
894,VOTER001310,PS-010,PROCESSING_COMPLETED,2026-01-15T07:12:00,10.39,7.2,COMPLETED
895,VOTER001311,PS-011,PROCESSING_COMPLETED,2026-01-15T12:06:00,11.68,8.07,COMPLETED
896,VOTER001313,PS-013,PROCESSING_COMPLETED,2026-01-15T14:45:00,16.32,6.11,COMPLETED
897,VOTER001314,PS-014,PROCESSING_COMPLETED,2026-01-15T11:38:00,9.78,11.3,COMPLETED
898,VOTER001316,PS-016,PROCESSING_COMPLETED,2026-01-15T13:29:00,5.94,3.8,COMPLETED
899,VOTER001317,PS-017,PROCESSING_COMPLETED,2026-01-15T17:17:00,9.71,6.41,COMPLETED
900,VOTER001318,PS-018,PROCESSING_COMPLETED,2026-01-15T07:11:00,10.67,6.83,COMPLETED
901,VOTER001319,PS-019,PROCESSING_COMPLETED,2026-01-15T07:45:00,13.1,7.39,COMPLETED
902,VOTER001320,PS-020,PROCESSING_COMPLETED,2026-01-15T13:05:00,8.91,5.69,COMPLETED
903,VOTER001322,PS-022,PROCESSING_COMPLETED,2026-01-15T09:33:00,8.3,4.69,COMPLETED
904,VOTER001323,PS-023,PROCESSING_COMPLETED,2026-01-15T09:35:00,10.48,4.21,COMPLETED
905,VOTER001327,PS-027,PROCESSING_COMPLETED,2026-01-15T09:36:00,7.12,5.19,COMPLETED
906,VOTER001329,PS-029,PROCESSING_COMPLETED,2026-01-15T08:09:00,10.1,7.56,COMPLETED
907,VOTER001330,PS-030,PROCESSING_COMPLETED,2026-01-15T11:24:00,11.51,9.52,COMPLETED
908,VOTER001333,PS-033,PROCESSING_COMPLETED,2026-01-15T07:43:00,4.47,7.16,COMPLETED
909,VOTER001335,PS-035,PROCESSING_COMPLETED,2026-01-15T14:53:00,10.21,4.45,COMPLETED
910,VOTER001336,PS-036,PROCESSING_COMPLETED,2026-01-15T08:51:00,0.83,4.83,COMPLETED
911,VOTER001339,PS-039,PROCESSING_COMPLETED,2026-01-15T17:15:00,9.64,8.83,COMPLETED
912,VOTER001341,PS-041,PROCESSING_COMPLETED,2026-01-15T11:40:00,9.44,6.99,COMPLETED
913,VOTER001347,PS-047,PROCESSING_COMPLETED,2026-01-15T12:24:00,6.11,6.15,COMPLETED
914,VOTER001348,PS-048,PROCESSING_COMPLETED,2026-01-15T09:08:00,13.0,5.86,COMPLETED
915,VOTER001349,PS-049,PROCESSING_COMPLETED,2026-01-15T16:19:00,12.75,5.47,COMPLETED
916,VOTER001350,PS-050,PROCESSING_COMPLETED,2026-01-15T16:50:00,19.12,3.91,COMPLETED
917,VOTER001351,PS-001,PROCESSING_COMPLETED,2026-01-15T09:07:00,5.68,9.96,COMPLETED
918,VOTER001352,PS-002,PROCESSING_COMPLETED,2026-01-15T15:55:00,5.25,8.2,COMPLETED
919,VOTER001353,PS-003,PROCESSING_COMPLETED,2026-01-15T16:15:00,10.9,8.69,COMPLETED
920,VOTER001354,PS-004,PROCESSING_COMPLETED,2026-01-15T08:41:00,5.46,1.2,COMPLETED
921,VOTER001355,PS-005,PROCESSING_COMPLETED,2026-01-15T17:38:00,4.23,7.29,COMPLETED
922,VOTER001356,PS-006,PROCESSING_COMPLETED,2026-01-15T14:10:00,11.8,6.2,COMPLETED
923,VOTER001357,PS-007,PROCESSING_COMPLETED,2026-01-15T12:59:00,14.78,1.2,COMPLETED
924,VOTER001360,PS-010,PROCESSING_COMPLETED,2026-01-15T15:51:00,10.72,7.71,COMPLETED
925,VOTER001361,PS-011,PROCESSING_COMPLETED,2026-01-15T16:29:00,4.4,4.68,COMPLETED
926,VOTER001364,PS-014,PROCESSING_COMPLETED,2026-01-15T17:42:00,4.69,4.69,COMPLETED
927,VOTER001365,PS-015,PROCESSING_COMPLETED,2026-01-15T17:43:00,12.15,7.22,COMPLETED
928,VOTER001366,PS-016,PROCESSING_COMPLETED,2026-01-15T14:44:00,15.15,6.42,COMPLETED
929,VOTER001367,PS-017,PROCESSING_COMPLETED,2026-01-15T16:08:00,11.22,4.59,COMPLETED
930,VOTER001369,PS-019,PROCESSING_COMPLETED,2026-01-15T11:49:00,6.75,5.15,COMPLETED
931,VOTER001370,PS-020,PROCESSING_COMPLETED,2026-01-15T13:40:00,3.24,9.3,COMPLETED
932,VOTER001371,PS-021,PROCESSING_COMPLETED,2026-01-15T14:09:00,10.02,5.56,COMPLETED
933,VOTER001372,PS-022,PROCESSING_COMPLETED,2026-01-15T16:40:00,11.03,5.9,COMPLETED
934,VOTER001374,PS-024,PROCESSING_COMPLETED,2026-01-15T17:20:00,8.34,7.02,COMPLETED
935,VOTER001375,PS-025,PROCESSING_COMPLETED,2026-01-15T08:57:00,13.26,9.74,COMPLETED
936,VOTER001376,PS-026,PROCESSING_COMPLETED,2026-01-15T11:34:00,7.01,1.2,COMPLETED
937,VOTER001377,PS-027,PROCESSING_COMPLETED,2026-01-15T15:27:00,5.08,5.16,COMPLETED
938,VOTER001378,PS-028,PROCESSING_COMPLETED,2026-01-15T11:47:00,11.01,10.2,COMPLETED
939,VOTER001380,PS-030,PROCESSING_COMPLETED,2026-01-15T16:40:00,4.92,4.21,COMPLETED
940,VOTER001381,PS-031,PROCESSING_COMPLETED,2026-01-15T17:00:00,13.31,6.4,COMPLETED
941,VOTER001382,PS-032,PROCESSING_COMPLETED,2026-01-15T10:10:00,9.98,7.72,COMPLETED
942,VOTER001383,PS-033,PROCESSING_COMPLETED,2026-01-15T09:05:00,3.34,8.81,COMPLETED
943,VOTER001384,PS-034,PROCESSING_COMPLETED,2026-01-15T10:58:00,5.03,4.93,COMPLETED
944,VOTER001385,PS-035,PROCESSING_COMPLETED,2026-01-15T11:44:00,6.47,5.61,COMPLETED
945,VOTER001387,PS-037,PROCESSING_COMPLETED,2026-01-15T09:07:00,12.78,5.65,COMPLETED
946,VOTER001388,PS-038,PROCESSING_COMPLETED,2026-01-15T16:49:00,9.19,5.86,COMPLETED
947,VOTER001390,PS-040,PROCESSING_COMPLETED,2026-01-15T12:08:00,14.65,8.23,COMPLETED
948,VOTER001391,PS-041,PROCESSING_COMPLETED,2026-01-15T07:48:00,9.15,3.03,COMPLETED
949,VOTER001393,PS-043,PROCESSING_COMPLETED,2026-01-15T12:30:00,9.45,4.63,COMPLETED
950,VOTER001394,PS-044,PROCESSING_COMPLETED,2026-01-15T13:17:00,11.67,10.63,COMPLETED
951,VOTER001397,PS-047,PROCESSING_COMPLETED,2026-01-15T16:58:00,7.4,7.03,COMPLETED
952,VOTER001398,PS-048,PROCESSING_COMPLETED,2026-01-15T15:21:00,8.68,8.53,COMPLETED
953,VOTER001399,PS-049,PROCESSING_COMPLETED,2026-01-15T13:01:00,9.07,2.04,COMPLETED
954,VOTER001400,PS-050,PROCESSING_COMPLETED,2026-01-15T10:41:00,5.5,5.86,COMPLETED
955,VOTER001401,PS-001,PROCESSING_COMPLETED,2026-01-15T16:00:00,9.84,8.9,COMPLETED
956,VOTER001402,PS-002,PROCESSING_COMPLETED,2026-01-15T09:13:00,9.54,4.87,COMPLETED
957,VOTER001404,PS-004,PROCESSING_COMPLETED,2026-01-15T08:44:00,5.42,10.34,COMPLETED
958,VOTER001405,PS-005,PROCESSING_COMPLETED,2026-01-15T07:29:00,10.53,4.85,COMPLETED
959,VOTER001406,PS-006,PROCESSING_COMPLETED,2026-01-15T14:21:00,9.98,5.35,COMPLETED
960,VOTER001407,PS-007,PROCESSING_COMPLETED,2026-01-15T13:18:00,6.12,8.04,COMPLETED
961,VOTER001408,PS-008,PROCESSING_COMPLETED,2026-01-15T11:42:00,9.37,7.19,COMPLETED
962,VOTER001409,PS-009,PROCESSING_COMPLETED,2026-01-15T08:53:00,5.86,2.66,COMPLETED
963,VOTER001410,PS-010,PROCESSING_COMPLETED,2026-01-15T11:42:00,8.77,8.75,COMPLETED
964,VOTER001411,PS-011,PROCESSING_COMPLETED,2026-01-15T11:34:00,9.87,10.19,COMPLETED
965,VOTER001412,PS-012,PROCESSING_COMPLETED,2026-01-15T07:03:00,7.06,8.94,COMPLETED
966,VOTER001414,PS-014,PROCESSING_COMPLETED,2026-01-15T15:05:00,0.2,7.51,COMPLETED
967,VOTER001416,PS-016,PROCESSING_COMPLETED,2026-01-15T08:52:00,5.24,5.93,COMPLETED
968,VOTER001417,PS-017,PROCESSING_COMPLETED,2026-01-15T08:36:00,9.57,6.97,COMPLETED
969,VOTER001418,PS-018,PROCESSING_COMPLETED,2026-01-15T15:18:00,5.28,8.23,COMPLETED
970,VOTER001420,PS-020,PROCESSING_COMPLETED,2026-01-15T09:31:00,2.44,5.38,COMPLETED
971,VOTER001421,PS-021,PROCESSING_COMPLETED,2026-01-15T14:21:00,8.64,9.74,COMPLETED
972,VOTER001423,PS-023,PROCESSING_COMPLETED,2026-01-15T12:39:00,11.69,4.61,COMPLETED
973,VOTER001424,PS-024,PROCESSING_COMPLETED,2026-01-15T12:51:00,13.32,6.54,COMPLETED
974,VOTER001425,PS-025,PROCESSING_COMPLETED,2026-01-15T08:52:00,9.42,3.66,COMPLETED
975,VOTER001427,PS-027,PROCESSING_COMPLETED,2026-01-15T14:44:00,11.62,6.59,COMPLETED
976,VOTER001428,PS-028,PROCESSING_COMPLETED,2026-01-15T07:00:00,6.87,8.19,COMPLETED
977,VOTER001430,PS-030,PROCESSING_COMPLETED,2026-01-15T08:22:00,7.93,3.26,COMPLETED
978,VOTER001434,PS-034,PROCESSING_COMPLETED,2026-01-15T17:43:00,13.06,7.39,COMPLETED
979,VOTER001437,PS-037,PROCESSING_COMPLETED,2026-01-15T14:11:00,9.23,5.51,COMPLETED
980,VOTER001438,PS-038,PROCESSING_COMPLETED,2026-01-15T16:39:00,4.31,8.19,COMPLETED
981,VOTER001439,PS-039,PROCESSING_COMPLETED,2026-01-15T15:50:00,16.02,5.96,COMPLETED
982,VOTER001440,PS-040,PROCESSING_COMPLETED,2026-01-15T17:08:00,10.39,5.7,COMPLETED
983,VOTER001442,PS-042,PROCESSING_COMPLETED,2026-01-15T09:19:00,0.2,3.41,COMPLETED
984,VOTER001443,PS-043,PROCESSING_COMPLETED,2026-01-15T15:16:00,6.5,1.2,COMPLETED
985,VOTER001444,PS-044,PROCESSING_COMPLETED,2026-01-15T15:52:00,13.35,9.85,COMPLETED
986,VOTER001445,PS-045,PROCESSING_COMPLETED,2026-01-15T07:56:00,10.66,3.54,COMPLETED
987,VOTER001447,PS-047,PROCESSING_COMPLETED,2026-01-15T11:06:00,6.64,4.64,COMPLETED
988,VOTER001448,PS-048,PROCESSING_COMPLETED,2026-01-15T17:02:00,7.93,6.87,COMPLETED
989,VOTER001449,PS-049,PROCESSING_COMPLETED,2026-01-15T14:15:00,9.85,3.25,COMPLETED
990,VOTER001450,PS-050,PROCESSING_COMPLETED,2026-01-15T07:34:00,4.15,7.83,COMPLETED
991,VOTER001453,PS-003,PROCESSING_COMPLETED,2026-01-15T13:00:00,14.06,7.15,COMPLETED
992,VOTER001457,PS-007,PROCESSING_COMPLETED,2026-01-15T10:57:00,15.11,6.52,COMPLETED
993,VOTER001460,PS-010,PROCESSING_COMPLETED,2026-01-15T13:23:00,8.4,3.21,COMPLETED
994,VOTER001461,PS-011,PROCESSING_COMPLETED,2026-01-15T17:52:00,7.1,3.58,COMPLETED
995,VOTER001462,PS-012,PROCESSING_COMPLETED,2026-01-15T10:26:00,5.21,6.55,COMPLETED
996,VOTER001464,PS-014,PROCESSING_COMPLETED,2026-01-15T13:57:00,8.67,5.99,COMPLETED
997,VOTER001465,PS-015,PROCESSING_COMPLETED,2026-01-15T17:57:00,7.24,1.2,COMPLETED
998,VOTER001466,PS-016,PROCESSING_COMPLETED,2026-01-15T17:33:00,4.54,0.35,COMPLETED
999,VOTER001467,PS-017,PROCESSING_COMPLETED,2026-01-15T08:20:00,7.25,6.45,COMPLETED
1000,VOTER001468,PS-018,PROCESSING_COMPLETED,2026-01-15T12:38:00,9.09,9.03,COMPLETED
1001,VOTER001469,PS-019,PROCESSING_COMPLETED,2026-01-15T09:41:00,3.05,9.59,COMPLETED
1002,VOTER001472,PS-022,PROCESSING_COMPLETED,2026-01-15T10:29:00,9.52,5.26,COMPLETED
